text,label
"I don't usually read a lot of paranormal books so King Hall was a little something different for me! This is a magical, imaginative story that follows Lily, a young prodigy who is suddenly forced to become a leader along with three other friends. Lily is a ""hybrid"", which is very dangerous in the mystical world created by Scarlett Dawn. The action-packed story follows young Lily as she experiences loss, self-doubt and many epic challenges on her path to becoming the leader she is meant to be. 
 The author has created some great supporting characters in Ezra, Jack and Pearl. I especially enjoyed reading about the relationship and strong connection between Lily and Ezra, the sexy Vampire. There is lots of talk about sex and sexual tension in this book, but nothing too explicit. 
 King Hall ends with a cliffhanger, but it is the kind of ending that leaves you ready for the next installment in this story! This book was a very different read, and I recommend it for anyone interested in stories about magical, mystical worlds. 
 I received this book from NetGalley in exchange for an honest review.",analysis
"""I love her, more than anyone should love anything. The kind of love that either fills you up or eats away at you. I love her at my own risk. I love her dangerously."" 
 I call this book ""The One Where Karina Halle Rips Your Heart Out and Stuffs It Down Your Throat."" In AWMCTL, we feel every drop of Dex's anguish about his feelings for Perry. It is told from Dex's POV and because this is a spoiler-free review, let's just say that the author really knows how to wring every drop of honesty and truth from her characters. 
 ""Shut the fuck up, man. Get over it. Shape up or ship out. Don't think I wasn't yelling those things in my head. But when the fuck did my head and heart get along anyway? They were mortal enemies now, sworn to rip each other to shreds."" 
 But since this part of the EIT series after all, there is still plenty of action to go around. When Dex is abruptly summoned by Little Fifteen aka Ada to help Perry, he doesn't hesitate to jump right back into the fray to save Perry from mortal danger. 
 ""You're my light in all this madness, Perry,"" I whispered, knowing she couldn't hear me. 
 Obviously, I can't wait to see where the author takes Dex and Perry in Come Alive (Book 7), to be released on June 23, 2013!And With Madness Comes the LightKarina Halle",analysis
"4 Fantastical Stars!! 
 ""What makes a hero is the one that's left standing when the others are dead. Or the one that gave his life so the others could live. That's a fuckin' hero."" 
 Midnight Soul is the conclusion of the Fantasyland series with Noctorno (Noc) Hawthorne and Franka Drakkar, who was truly evil in the previous books in this series. But in trademark Kristen Ashley style, Franka's true side is shown and all of her secrets are revealed. She has endured terrible abuse for years to protect her brother and his family which she has hidden from everyone around her. 
 Not and Franka begin a very slow-burn romance that at first begins as a friendship and partnership. Kristen Ashley expertly weaves fantasy, paranormal and reality with touches of comedy and as always, a beautiful and enduring romance. The scenes of Franka and others from her world being introduced to the modern world are funny and thought-provoking and always entertaining. 
 Noc sees the real Franka and his love transforms her. I always tell friends who don't usually read fantasy that Kristen Ashley's books are magical and engrossing and Midnight Soul is no exception. The journey that Franka takes is filled with forgiveness and redemption and yes, a swoony Alpha who will stop at nothing to protect Franka and her loved ones. 
 Midnight Soul is an imaginative and sexy conclusion to the Fantasyland series. It is filled with unforgettable characters and as always, a magnificent Epilogue! 
 ""You don't have a midnight soul, Frannie. Your soul is so bright, I look too close, I'd be blinded."" 
 (ARC provided by the author in return for an honest review.)",analysis
"Kristen Ashley is my favorite author. Her books make my heart pound, get my pulse racing, make me cry, make me laugh and wrap me, always, in a cocoon of family, friendship and love. Could you ask anything more from a writer? And Wild And Free, the third installment in the Three Series, does all of that, and much, much more. 
 Wild and Free contains some of the rawest, animalistic, sensual and gorgeous love scenes I have ever read. Abel and Lilah, destined to be mates for life, need to be able to draw you in to their characters and their fated mating for this to be a believable story. And boy, do they ever! Just when I think Ms. Ashley could not possibly create a more Alpha male than she already has, she writes Abel, who is a hybrid and who mates like nobody's business!! 
 This book contains everything you could possibly hope for in a paranormal romance. There is incredible, heart-stopping action, hot sex, other-wordly beings, super-hot sex, wolves, vampires and heart-pounding sex! I absolutely loved Abel and his story broke my heart. Lilah is a kick-ass heroine, brave, uninhibited, sexual. loyal and loving. These two together just might save the world. 
 I could not put this book down and was literally swooning at every page. Even if you are not a big fan of paranormal romance, and I do not read a lot of them, Wild And Free is a MUST-READ. This book is truly Kristen Ashley at her finest. She is not afraid to pull the punches and make sacrifices when they work for the story. And for that, I love her. Be prepared to be wowed. Wild And Free has loads of unexpected twists and turns and it is a vital addition to your KA library!! 
 (*ARC provided by the author, with thanks, for an honest review.)",reaction
"Never in a million years did I think I would love a book about a parallel world with elves, kings, magic...but this is Kristen Ashley, after all, so I fell in love with this book!! I was enthralled by this story and felt transported to this world that Ms. Ashley created. In search of an epic adventure, Finnie trades places with her ""twin"" who lives in a parallel universe. Immediately she is swept off to marry the king in an arranged marriage. He then leaves her alone in the middle of the woods and so begins this epic tale that had me swooning at every word. 
 Frey Drakkar is uber-sexy, controlling and at first, non-communicative. But slowly these two develop a bond that is beautiful and lasting and quite magical. I am not a huge reader of fantasy but this book is quite simply unforgettable. The characters came alive for me and the story is amazing. Even if you are not a fan of this genre, read this book!! Wildest Dreams is everything I love about Kristen Ashley.",analysis
"Groan, eye roll, page turn, repeat. 
 Just kidding when I said this was better than Twilight. The writing in this book makes Stephenie Meyer comparable to Hemingway.",reaction
"I am so tired of YA books where the female character is weak and conflicted and the love interest is chiseled, gorgeous, and borderline abusive. Disappointing.",reaction
"If I was 15, I would have LOVED this. It wasn't terrible, in fact, it was the perfect quick read for a rainy weekend. I'm going to give the second book a chance.",reaction
"It's been at least 10 years since reading an Anne Rice novel, and I'm reminded why I've read more of her books than any other author. I feel at times the plot seemed slow in this book, but when I finished it, I felt like the undertones of the book said more than the story itself. It's not necessarily the events that happen, but the reactions and emotions to them. It's getting to know the mind of the characters. That's why I like Anne Rice.",analysis
"I'm wondering if my love for the show has skewed my appreciation of the books. But in my opinion, simply the structure of this book was dismal. The book begins with the set up of the Maenad plot, only to drop it and cut to Dallas, for that to end abruptly and then back to the Maenad where we haven't had any plot development and then the book is over. Neither plots are tied to each other in any way, and most the characters and relationships seem completely devoid of actual emotion. And this may be harsh, but I think there was more character development in Twilight.",analysis
A tremendous book. Missed this when I was a young girl. Love the spiritual path of this book woven into a science fiction novel. A very quick read for an adult. A profound read for the young.,reaction
"Witches Bureau of Investigation is the first of two books by Richard Capwell in the series the first one at least, featuring young Nate and Herman Howe. Richard Capwell has self-published 10 books including ""The Domain of Dragons"" series of fourbooks from what I can tell based on goodreads.com. As stated in the intro book blurb at the top of this review. Young Nate and Herman Howe accidentally (or was it?) run into literally, Mrs. Weatherby outside a coffee shop spilling her latte everywhere. Through the boys chivalry, Mrs Weatherby hands the boys her business card that reads that she is the retired Director of the Witches Bureau of Investigation, tells them if they ever need anything to call on her then drives away. It just so happens the boys mother has been missing for six months under mysterious circumstances, at least to those who knew Mrs. Howe. The police have closed the case, tying her disappearance to a man who embezzled some money from the company they both worked for during her vacation and her having an affair and running away with him. The boys don't believe this for a second, neither does their father who tirelessly looks for her and takes care of the boys with the help of his mother. 
 After discussing it together that evening while trying to do research on the WBI, the boys decide to call Mrs. Weatherby. They meet up the next morning and soon begins the adventure the boys could never have imagined. The boys, Mrs. Weatherby, her Chauffeur Beauchamp illicit help from other former WBI investigators to help find the boys mother. All along the way, the boys have to hide what is going on from their father, deal with a very nasty neighbor lady who is always watching them like a hawk and Mrs. Weatherby's daughter is trying to have her put in a nursing home and have her declared incompetent so she can get at Mrs. Weatherby's money. The team find them selves in for more than they bargained for as it looks like there maybe corruption at the WBI, some very powerful missing magic artifacts, at least one rogue witch and no one is sure who they can trust. 
 Capwell does a formidable job with light romp of a story that shows he can create a depth of character, tell a story and leave the reader wanting more. The Witches Bureau of Investigation was extremely well written in the sense that you feel like you got to know a lot about the characters in a very short time. The book itself is only 179 pages long. The description and the dialogue was all very unique for each character. The story plot while yet a bit predictable was still very entertaining and a few twists and turns kept me guessing all along the way. 
 I have to admit, I was surprised by how much I liked this book. It was very well written in terms of characterization, pace, action and humor. Capwell did a great job of bringing the characters to life in this light weight novel of paranormal adventure. It is written so people of any age can enjoy it and feel like the got not only an easy read, but a very good one at that. One of the other things I loved was the editing was very good in my opinion. So often with self-published works, the editing is not done very well and that can make the book very hard to read or at least enjoy. 
 So in conclusion, Witches Bureau of Investigation is a recommended read for those that love a bit of fun, humor, action, paranormal and wit in the books. The only issue I have is, it could have been a bit deeper and a bit more mystery to it if it had been a longer book. But that is a small issue considering what came out of it. 
 Club Fantasci Scoring (Based on scale of 10): 
 Cover Artwork: 8 Editing: 9 Re-readability: 7 
 Club Fantasci Overall Score: 8 
 I am giving Witches Bureau of Investigation 4 out of 5 stars because it was a solid read full of characters, action, humor and a solid plot but also because it was a bit short. It might have been five other wise. 
 This book is Club Fantasci Certified! 
 Club Fantasci Certified 
 Author Website: None available 
 Author Facebook: https://www.facebook.com/richard.capw... 
 Author Twitter: https://twitter.com/RichardCapwell 
 Author Google+: None available 
 Author Goodreads Page: https://www.goodreads.com/book/show/1... 
 Note: A review copy of this book was not provided to me. 
 If you like what we bring, please join us on Goodreads.com here: https://www.goodreads.com/group/show/... 
 Club Fantasci on Facebook: www.facebook.com/clubfantasci 
 Club Fantasci on Twitter: www.twitter.com/clubfantasci 
 Club Fantasci on Google+: Club Fantasci",analysis
"""Between The Devil And The Deep Blue Sea"" written by author J. L. Murray is the first in a series based on the fictional character of Niki Slobodian. J. L. Murray is a full-time writer with additional series credits to her resume such as the ""After The Fire"" series and Jenny Undead. The Niki Slobodian Series consists of five novels at this time and I have only read the first book so please take this into account with this review. 
 In the book ""Between The Devil And The Deep Blue Sea"" we find our main character Niki Slobodian out of work, struggling to pay her bills and taking care of her god mother ""Sofi"" who is in the hospital with cancer and finding herself on ""The Registry"" for the last year with no hope of getting off and not allowing her to work because she is an ""abnormal."" She somehow finds a bar called the ""Deep Blue Sea"" and walks in only to be approached by a gentleman named ""Sam"" who seemed to know everything about her, makes her a job offer and a large payment for her services. Niki of course takes the offer out of necessity and ends up on some unknown super secret police squad that deals with supernatural threats. Niki sets out to solve this case and get her life back on track hopefully for good. Partnered with a wizard named ""Gage"" that doesn't really understand how he knows what to do, she has to deal with a police chief that wants her head, a mayor that mysteriously keeps popping up in all the wrong places, a former boyfriend and police offer assigned to help her and having to face her estranged father who is in prison as being the first abnormal ever convicted. 
 This book was a bit of a cliche' for me. A down on their luck character facing insurmountable odds. A mysterious character (Sam) who just happens to be super powerful and influential that can do what no one else can. A dark brooding partner we never really learn that much about. A powerful father who abandoned his daughter and Niki can't stand only to find out the truth later and so on and so on. There wasn't much here that wasn't completely predictable and absolutely zero twists and turns in this book. 
 A few of the major issues for me was the complete lack of any ability to say anything other than ""I said,"" ""she said,"" or ""he said"" to end a characters statement. Not one ""... remarked"" or ""... agreed' or anything other than ""...said."" That got to be very annoying and probably my biggest gripe in the book. The use of salt in this book was another huge cliche' right out of any ""Dresden Files"" book or ""Supernatural"" episode. While it wasn't a major issue, it just didn't seem very creative to me and was a very easy fall back. The ease of which the major big bad was finished off especially since he was invulnerable or un-killable. To be offed that easy by two complete novices with something as routine and wrote as the weapon was a very weak ending. I can't imagine in all the years of the human race the people fighting the supernatural, not one ""experienced"" person tried this on a major creature to figure it out. 
 The book is very short and shallow as far as any real depth of character. There isn't a whole lot of development in it. Niki herself only reflects on herself or doubts for about one paragraph, the rest of the time she is the typical strong female lead character who is quick-witted, smart, sarcastic and bad ass that we have all become way to used to. 
 J.L. Murray gives us a book that is more of an action movie like the Transformers except nowhere near as long. There is plenty of action. It moves at a good pace actually. The story in spite of my criticism doesn't ever seem out of line or not believable, it's just not different enough to really shake it's self from all the other paranormal action adventures out there. If this book were longer, with better character development, a bit more editing and a hair more creativity, I would have really liked it. That being said, it is still better than many I have tried to read lately. 
 The author has talent and I am sure gets better as the series goes on. The book was good enough for me to want to read the next in line to see if the character develops any and find out if ""Sam"" is who I think he is. It's a decent effort and I can see a lot of potential for this author in the future. 
 I am giving ""Between The Devil And The Blue See"" 3 out of 5 stars because the book was action packed enough to keep my interest. There weren't any boring parts or things that got lost or muddy in it. A little lacking on development and a lack of constructive editing as well as the short length are all that held this back. 
 Note: A review copy of this book was not provided to me. 
 The original review was posted here: http://clubfantasci.com/devil-deep-bl... 
 Club Fantasci on Facebook: www.facebook.clubfantasci 
 Club Fantasci on Twitter: www.twitter.com/clubfantasci 
 Club Fantasci on Google+: Club Fantasci",analysis
"I was pretty happy with this book in general as it was a fun read and fairly engaging. It did remind me of another book series from another author but only in the comedic sense. The characters were all real defined and interesting and in some ways the support characters were stronger and more memorable than the main character. 
 Main character Gerald Dunwoody is a wizard of the 3rd level and seemingly incapable of any real magic or holding a job. He tramples through life until he answers an ad for a court wizard out of necessity. Desperate for work, he forgets to ask the important questions and accepts the position out of hand not realizing his life was about to change forever. Accompanied by his companion Reg, a female talking bird with a history and support from his genius wizard friend Monk Markham, Gerald finds himself in a political situation like no other. 
 Karen Miller writing as K.E. Mills does a good job of creating a believable world and comical but yet serious situation to create her series in that keeps the readers nose in the book and wondering what is coming next. With a limited setting, Miller does what most authors don't which is to tell a real story about characters, growth and companionship. My only real complaints are the lack any real sense of time period and a twist that seemed fore shadowed but led a different direction. It's hard to imagine what the world looks like except for a couple points in the book in which Miller gets a bit more detailed. 
 All in all it is a good book with solid character development and a story that compels you to keep reading to find out what happens. A solid 3 1/2 stars out of 5 for me as it is a light read. It is definitely worth the read and following up with the other books in the series.",analysis
"""Shadows of the Realm"" for me was a good book and kept me enraptured enough to not want to put it down. It's also the first novel I have read fully on my iPad which is saying something as I much prefer the feel of a book in my hand and all other novels on my iPad have remained unread. 
 This is author Dionne Lister's first novel and it is a good first book. It did keep me engaged and wondering what would happen next and it was fairly original which can be hard in a fantasy novel. I don't remember any other fantasy novel that I have read channeling ""magic"" from other dimensions or have a ""GPS"" ability to read where characters are located throughout the world based on their body signature. 
 There was decent character development, a good plot although I wasn't totally sure of the big picture and a good pace through out the book. What I did like about this book was it didn't feel like I had read it before in some other novel. I didn't get any real sense of I know what is coming next or typical character traits that all ""heroes"" tend to have. Dionne did a great job of giving us something fresh and a feeling of something unique. It is an easy read and you don't get lost in time changes and so much detail that if you don't stay on top of your reading, you forget important parts. 
 My only knocks are not enough political intrigue within the nobility, a quick and unexplained disappearance that I am sure will make itself known in later novels and I don't get enough sense of dread of the consequences if the party fails to accomplish it's mission which we never really find out about it's purpose in this first novel. I guess that could be interpreted as a good way to bring the reader back for the following books. 
 All in all a good first novel and I am planning on reading the follow up as the story is pretty solid and the author kept it intriguing enough in general to enjoy the adventure.",analysis
"The Night Circus by Erin Morgenstern - a Review by David Lowry 
 When my book club Club Fantasci chose its first ""Book of the Month,"" we had quite the list to go through and pick from. For some reason after discovering this book at a local mom & pop bookstore, it really stuck out to me. The premise was very intriguing, the colors brought to mind what I thought would be a sinister plot and for some reason it kept bringing the movie ""Something Wicked This Way Comes"" to my mind (a favorite from childhood) also a very popular novel by Ray Bradbury from 1962. 
 What I got out of the novel was not what I expected. Although I loved the premise of the book, the book itself didn't stand up to what it could have been. Author Erin Morgenstern did turn out a good book for her first novel without a doubt. It has plenty of imagination and creativity. What I felt was missing was any real bond to the characters or any real attachment to the outcome of the love story because that is essential what ""The Night Circus"" is, a love story. 
 It starts off with two young children Celia and Marco who are unwittingly looked into a life or death challenge that goes on for their entire life. They know nothing about it, how it works, whom it's against or when it ends. They just exist and are in a combat of sorts against each other until into their adult hood they start to figure out who their opponents are and the stakes if the challenge is lost. 
 Along the way, a cast of characters again that you develop no attachment to pepper the story with little bits of their involvement here and there. Two characters die and you don't really even know or care who they are although they are at least partially integral to the circus itself. The story jumps back and forth in time with nothing but a tiny sub-script line at the top of each chapter to let you know of the time shifts and if you are like me and extremely busy, it becomes very hard to keep that all in order as when I am able to read, I read in spurts and very rarely for hours at a time. 
 As Celia and Marco grow up and figure out they are pitted against each other in this challenge they had no choice in participating in, they fall in love and of course they have to figure out a way to be together upon discovering that the only way to win the challenge is to be the last to survive. It's a challenge of endurance, who can last the longest before finally giving up because they can't bear it anymore emotionally. 
 I won't give away the ending but let's just say it ends very quickly and very anti-climatically. I ended the book thinking to myself how completely unsatisfying it was to read. I do love the premise, I love the potential, but I don't feel it was reached here. Erin Morgenstern is a talented writer; I think her ability to describe detail is very good. Her imagination is fantastic. I just think this story was a bit rushed and the ending was not thought out well to me. There was not enough character development to care about the outcome and the switching between first and second person was a bit off-putting. 
 All in all I would give it about three out of 5 stars. I would read another book by the author, but admittedly it would probably be after getting through all my other ones first.",analysis
"""My name is Harry Blackstone Copperfield Dresden. Conjure it at your own risk. I am a wizard. I work out of an office in downtown Chicago. As far as I know, I am the only openly practicing professional wizard in the country."" 
 ""Storm Front"" is the first in a series of 15 books (so far) called ""The Dresden Files"" based on the wizard Harry Dresden in this urban fantasy setting by author Jim Butcher. I admit I have come to this series a bit late as I have known about it for awhile both by recommendation and the TV series called ""The Dresden Files"" (which I loved by the way) and its untimely demise in 2008-09. This series of books is wildly popular enough to have spawned of a TV series as well as an RPG Game. This game is really what pushed me into the novels as I had recently been asked to review the game for a website. After reading through a good portion of both core manuals, I knew I need to read the books as the manuals were cool enough on their own and brought me into a whole new exciting world. I had already purchased the first to two books of the series awhile back and just hadn't gotten around to reading them yet. I am glad I finally did and disappointed I hadn't read them earlier. 
 In ""Storm Front,"" Harry is brought in to help consult on a double homicide case with mysterious circumstances, as he is often asked to do with the Special Investigations team of the Chicago Police Department. Detective Karrin Murphy heads this team that brings Harry in to ask his ""advice"" on things out of the ordinary. One of the two deaths have a mob tie to it seemingly and the other death is a bit more puzzling. 
 Quickly after leaving the scene of the crime, Harry is confronted by the mob and asked to avoid helping in this case, which of course, Harry declines as he smells something is not quite right with this situation and, well, he needs the money as you can imagine, wizards aren't on everyone's first call list for solving problems. 
 Harry gets back to his office for another appointment and finds himself involved in a missing persons case. Unbeknownst to Harry, both cases are of course tied together and things get rough very quickly. Soon Harry is being roughed up by strangers, attacked by a giant scorpion, an known wizard Harry calls Vic ""Shadowman"" is attempting to kill Harry at every possible opportunity, while trying to avoid the mob as well as attempting to help Detective Murphy as much as possible even though he is not able to be completely honest with Murphy as per the rules of the White Council, a type of governing body for wizards unknown to the public. Harry has a Warden of the White Council on his tail all the time it seems who is just gunning to get Harry killed because he doesn't trust Harry and things he works in the ""Black."" That being black magic of course. Harry's not being able to be honest with the police also lands Harry in hot water to add to his troubles. 
 The thing about ""Storm Front"" is it is completely fun! The narration in which the story is told left me chuckling many times. I love a book that has a sense of humor to it. The character of Harry Dresden is one that many people can relate to and it just draws you in. Harry is one of the best at what he does; yet he struggles to make a living. He tries to do the best he can, help as many as he can and yet, things are always going against him. I am sure many of us understand how hard it is to be very good at something, but not make a great living at it. I know that Detective Murphy is a main stay in the series and I am sure her character will be much more fleshed out in the later books as obviously there is a special relationship between her and Harry. 
 Butcher does a great job of telling a fun, exciting story that compels you to keep reading. The world is completely imaginable and the tension is just enough to make you want more. Of course I will read the other books in the series as so far ""Strom Front"" has done an amazing job of detailing a world of magic, mystery and danger with a touch of humor and making it completely fun. 
 If you love urban fantasy or fantasy books of any kind, I highly recommend ""Strom Front"" to you. You don't want to pass this one up! 
 I am giving this book 5 out of 5 stars. 
 You can find out more about Jim Butcher and his books here: www.jim-butcher.com 
 This review is posted at: http://clubfantasci.wordpress.com/201...",analysis
"Growing up in the nastiest alleys and streets of Cenaria dreaming every minute of better life is how Azoth lives. Day by day wishing for the ""wetboy"" Durzo Blint to apprentice him so Azoth can escape this dreadful life of fear of being beat up everyday if you don't pay your share of the dues and also to take care of his best friends Jarl and Doll Girl. 
 It's a dark journey for this young boy to have the weight of so much on his shoulders, watching after Doll Girl whom he feels responsible for and leading a group of rag tag homeless kids against people in his own guild let alone all the others trying to take over their territory. Azoth must destroy his enemy, provide a better life for Doll Girl and somehow get the lands deadliest assassin Durzo Blint to notice him and be willing to apprentice him. And that's all before he reaches his teen years. 
 ""The Way of Shadows"" is a rich full book of the life of Azoth later to be named Kylar and his journey to becoming a ""wetboy"" so he can escape reality. The plot twists are many and the character development is really strong. The relationship between Azoth and Durzo is a special one fraught with love, appreciation, jealousy and master/apprentice dynamics. Durzo becomes like a father to Azoth and trains him to become the best ""wetboy"" around. Azoth struggles with the solitary life of an assassin and his love for Doll Girl whom he must abandon to keep her from danger but also provides for her in secret. Sacrificing his life to make sure she has one. It's a love story. 
 The characters in Azoth/Kylar's life are very well defined and you develop feelings for them. From his best friend Jarl from the life he left behind to Logan the Prince and soon to be King whom Kylar at this point befriends out of necessity. The double life Kylar must live between lower noble to assassin provides plenty of intrigue and a cast of characters that add a lot of flavor to the book especially Momma K. 
 You have all the great things that go in a good fantasy book in ""The Way of Shadows"" and very little of anything negative. I don't want to give anything away in this review but suffice it to say it's a must read fantasy book. For Brent Weeks first novel this is a very strong effort and I can't wait to get to the other two books in the series. 
 Find out more about Brent Weeks at www.brentweeks.com",analysis
"""Dark Lover"" is the first in the series of 11 books about The Black Dagger Brotherhood by author J. R. Ward. In the Caldwell, NY of all places the last true pure-blood vampire ""Wrath"" the Blind King has encamped himself and his brotherhood of five other vampires in a half hearted attempt to preserve their race in a turf war with their slayers the ""lessers"". The Blind King wants nothing to do with his heritage and doesn't see himself as strong enough to take up his mantle and lead his race in order to survive. His brotherhood stay faithful in hopes that one day The Blind King will realize his destiny and lead their race into the future so they can prosper again. 
 The Blind King finds himself suddenly thrust into protecting the daughter Beth Randall of a slain brotherhood member only to find out that Beth is soon to undergo the change and become a vampire herself. Being completely detached from his emotional senses in order to avoid his calling Wrath starts to come to the realization that he is falling in love and understands that he might have something to live for and protect. Fighting against his desires, instincts, calling and his enemies, Wrath finally is forced to grow ""up"" and face his destiny. 
 With a possible assassination attempt on his life from one of the brotherhood, an angry female vampire that feels tossed aside and an angry brother of the female vampire, Wrath's battle come on all fronts. The Blind Kings life jumps from the comfortable solitude of hunt and kill to emotional turmoil, demands from a higher being and learning to trust those around him in a hurry. 
 Dark Lover is full of cliches such as the tall, muscle bound, sexy, incredibly attractive male character to the hot damsel in distress that he falls in love with and bodies and sex organs that are way beyond the norm and that feed the it's only hot and sexy if beyond perfect stereotype. While the time frame in which all this happens is extraordinarily fast, the action, the passion and the characters work for the most part once you get past the cliches which are there because the author knows they work. 
 If you are going to read a book that has that standard comfortable format in which the reader knows basically what to expect, than this book is not a bad read at all. There are variations on the vampire theme so it's not a traditional vampire but is that a good or bad thing? That is for you to decide as your read a story of love, lust, action and accepting your heritage. 
 You can find out more about J. R. Ward here: www.jrward.com 
 This review was originally posted here: http://clubfantasci.wordpress.com/201...",analysis
"Book Review ""Born of Night"" by Sherriliyn Kenyon - David Lowry 
 Author Sherrilyn Kenyon needs no introduction, as she has been a best selling author for quite awhile now. In her first book of the ""The League"" series, ""Born of Night"" is a strong opening for what should be a fun group of books to follow. Main character Nykyrian Quikiades is a ruthless assassin that has chosen to lead a group of fellow assassins carrying out contracts and always looking over their shoulder as Nykyrian has turned his back on The League that at one time he was the Command Assassin of. 
 Nykyrian rescues the kidnapped Princess Kiara and he and his band of assassins try to keep her out of harms way, facing desperate parents, numerous assassination attempts all while Nykyrian has to come to terms with his tortured past, inability to let any close and his growing feelings for a Princess he has to protect. Princess Kiara is struggling with her unhappy life of expectation in a career that is emotionally draining. Having to learn how to keep her strength up when she is being hunted for reasons she doesn't understand and having a terrifying group of people around her for protection is almost too much to bear. 
 While Nykyrian is the typical, unbeatable, extremely good looking main character, the depth of character that is revealed in him is impressive. Kiara although a bit whiney and who wouldn't be going from a palace to targeted for death, goes through her emotional roller coaster we all go through when your solid rock is destabilized in favor of a sudden harsh and terrifying reality is imposed on your life. The self-discovery process that both go through is well thought out and implemented here. 
 I think it's fairly obvious that the message here is about not judging a person necessarily by what you see or what little you know of them. Life's circumstances often shape a personality into something that is completely defensive while the real person is dying to get out of their shell. 
 ""Born of Night"" has good pacing, exciting action and great character development. 4 out of 5 stars for me. 
 See more book reviews at www.clubfantasci.wordpress.com",analysis
Neil Gaiman fans won't be disappointed. As a middle aged man recounts what may OR may not have happened exactly as he remembers while a small boy living in the country.,reaction
For the teen groups for sure although nothing explicit definitely higher content. I liked Em as a strong female role. I was happy it 'ended' and didn't leave you hanging for a sequel.,reaction
"I had to ponder what I wanted to say about this book for a while. 
 I don't think it needed to be written as one novel and found the alternating chapters somewhat annoying. Afterworlds (Lizzies story) would make a fine novel capturing both the male and female YA audience. Even though the main character is female we have the terrorists, FBI, creepy patchwork man and Rama to hold the male audience captive. Afterworlds (Darcys story) looses the male audience and becomes a romantic romp of a young naive writer....bla bla bla",analysis
I really enjoyed this book and will recommend for sure in the upcoming paperback release. I felt somewhat disappointed at the end as if a little something was missing...,reaction
What a great read! Barnaby is literally cut-off and sent afloat to make his own way in the world for being 'different' in a very normal family. To what end no-one knows. Barnaby has great adventures and meets some interesting characters in his desperate attempts to get back home and to the family that set him adrift. Barnaby believes in family and helps others along the way to see it's true meaning.,analysis
I have loved Brandon's Fablehaven series and even more so the Beyonders trilogy. I have to say I was somewhat disappointed in Sky Raiders. I felt although there was lots of action and adventure there was too much dialog of self doubt and questions of friendship. The characters are well developed and I'm sure the sequel will move a little more smoothly.,analysis
"Hmmmm, that's what I did exactly when I knew I had to start typing. I've read other reviews, I've read the book and I think I am still digesting////Oscar is Oscar was it great - hmmm - was it good - yes - was it an easy read - not so much - was there way too many references to 'being different' - yes - did anyone else see a Pinocchio character at mid-point - I'm sure - did I like it - yes who will like it - the stick with it kids - sorry most likely girls! My thoughts.",reaction
"AArrggghhh!! I have to say once we got to ""the story' it was good but really - why did we have to go beyond Lost Stories - renamed #11 when it came out is paperback????? It was a fabulous wrap-up and as a book seller, I tell all readers - ""it is a must"" !! Now............ 
 As, I'm sure all Will/Halt fans did - we read them all - so much re-hashing from about book 8 onwards is/was really annoying. Let good story ride on itself and lie when done!",analysis
"I did like it .......BUT......what happened to the mouse - he gets a title heading and yet plays such a small part -you don't even care??? His memoirs at the back are far more interesting. 
 Awesome illustrations and great 'look' sure to be a hit with the kids.",analysis
"Again, superbly done - this time it is the extended tale of Jack and Jill. 
 Not for the feint of heart, but for those who are not afraid of the 'truth' 
 P.S. you are warned throughout of possible mention of 'horrors' and scary things to come as well as given apology for those that slipped out - all of which make it a much more fun/scary read - can't wait for # 3 !!",reaction
"Amazingly dark and brooding, you are once again thrust into the Raven Boys 
 quest.........it felt as though I was 'somewhere else' every-time I opened the pages. Maggie has done a great job of moving her characters forth and letting us see more........how long do we have to wait for #3 ????",reaction
"Wow.......a very fast read, because you don't want to stop! 
 Again Kathi magically intertwines many different lives into the same story. 
 Not only is it a great read aloud potential but you have the layered 
 struggles of all of the characters who through very different methods are all striving for the same goal - save the swamp!! 
 A must for all!",reaction
"Lockwood and Co. is a must for those looking for a good 'fright'. The team of 'ghost catchers' must face their biggest challenge ever to save the company from bankruptcy. Not for the feint of heart. 
 Stroud does great job in what's sure to be a successful series! Releases in September.",analysis
"The Power of Poppy Pendle was a great little read. Poor Poppy wants to follow her dream of becoming a baker and not the dreams of her parents to become a witch(for which she has amazing talent) When Poppy finally explodes and goes over to the 'dark side', it is the love and perseverance of her friends that show her the way back......",analysis
"Great tale of Hansel and Gretel, starting with their Grandfather....in true 'Grimm' fashion it is not for the faint of heart (as the author reminds you throughout) Loved the way all of our classic favourites where wound together to create one fantastic story!!!",reaction
"only just started and loving it !!! 
 OMG - so well done, reminiscent of Book Thief/Graveryard Book and every fairytale combined!! 
 Characters were well done, especially jacob grimm - the ghost - 
 LOVED IT!!!",reaction
"I really liked it. Growing up, friendship, adventure story. 
 I liked that the kids actually have parents/guardians that they have to 
 deal with. They get hungry and have to use the washrooms on their quest. 
 Nicely done with the spooky factor at just the right level.",analysis
"page 185 and not loving it - based on other reviews it can only get better, let's cross our fingers 
 Welllll, it had highs and lows, some very graphic and 'scary' plots - not for the faint of heart - 
 written a bit like a movie - dah, look who wrote it. 
 I did not love it.",reaction
"I was waffling between 4 -5 stars and then I said to myself - ""it was great and you loved it all"" 
 so 5 it is ! 
 Another fun-filled adventure with the Princes Charming's and their ""Princesses"" thoroughly enjoyable!!",reaction
